,video_file,anchor,sample1,sample2,selected
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(1804, 1924)","(173197, 173317)","(84625, 84745)",2
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(120496, 120616)","(119168, 119288)","(142937, 143057)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(130782, 130902)","(2719, 2839)","(77909, 78029)",1
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(74841, 74961)","(80717, 80837)","(4340, 4460)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(120549, 120669)","(45622, 45742)","(42245, 42365)",1
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(72497, 72617)","(89094, 89214)","(9019, 9139)",2
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(123752, 123872)","(94443, 94563)","(87200, 87320)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(22936, 23056)","(100077, 100197)","(131341, 131461)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(52254, 52374)","(4801, 4921)","(13245, 13365)",0
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(91079, 91199)","(134125, 134245)","(87191, 87311)",2
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(15820, 15940)","(181967, 182087)","(189098, 189218)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(85787, 85907)","(94477, 94597)","(3622, 3742)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(93601, 93721)","(25281, 25401)","(142547, 142667)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(79267, 79387)","(100604, 100724)","(106766, 106886)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(179720, 179840)","(18318, 18438)","(36505, 36625)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(14315, 14435)","(126538, 126658)","(18475, 18595)",2
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(9457, 9577)","(19845, 19965)","(9639, 9759)",1
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(138551, 138671)","(82952, 83072)","(123035, 123155)",2
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(92385, 92505)","(126343, 126463)","(993, 1113)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(135584, 135704)","(52625, 52745)","(39944, 40064)",2
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(41703, 41823)","(94486, 94606)","(51627, 51747)",2
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(50662, 50782)","(42534, 42654)","(46689, 46809)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(84530, 84650)","(177000, 177120)","(46368, 46488)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(4243, 4363)","(29569, 29689)","(25840, 25960)",2
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(19248, 19368)","(126526, 126646)","(123194, 123314)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(37041, 37161)","(29072, 29192)","(176743, 176863)",1
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(49003, 49123)","(118674, 118794)","(20754, 20874)",2
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(92725, 92845)","(93232, 93352)","(52384, 52504)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(132624, 132744)","(47278, 47398)","(184106, 184226)",1
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(100336, 100456)","(191089, 191209)","(79638, 79758)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(49843, 49963)","(58196, 58316)","(24218, 24338)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(138118, 138238)","(99401, 99521)","(171932, 172052)",1
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(137532, 137652)","(125542, 125662)","(10214, 10334)",2
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(131376, 131496)","(25963, 26083)","(86924, 87044)",1
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(125225, 125345)","(3595, 3715)","(91987, 92107)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(79428, 79548)","(108055, 108175)","(134912, 135032)",0
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(24427, 24547)","(181308, 181428)","(4340, 4460)",0
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(131835, 131955)","(89514, 89634)","(8184, 8304)",0
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(74728, 74848)","(89656, 89776)","(128557, 128677)",1
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(99731, 99851)","(48398, 48518)","(37149, 37269)",1
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(106782, 106902)","(181011, 181131)","(52489, 52609)",2
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(12430, 12550)","(183513, 183633)","(120179, 120299)",1
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(98815, 98935)","(138995, 139115)","(72436, 72556)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(132712, 132832)","(1305, 1425)","(45347, 45467)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(129703, 129823)","(4325, 4445)","(106779, 106899)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(11503, 11623)","(143375, 143495)","(176559, 176679)",0
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(131596, 131716)","(39646, 39766)","(47009, 47129)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(100607, 100727)","(13725, 13845)","(83095, 83215)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(128234, 128354)","(80144, 80264)","(140559, 140679)",2
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(136383, 136503)","(179098, 179218)","(139001, 139121)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(27572, 27692)","(89815, 89935)","(179500, 179620)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(49747, 49867)","(71689, 71809)","(183072, 183192)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(38861, 38981)","(83555, 83675)","(22849, 22969)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(180661, 180781)","(19567, 19687)","(8505, 8625)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(188238, 188358)","(121462, 121582)","(88000, 88120)",2
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(179641, 179761)","(96747, 96867)","(100365, 100485)",2
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(6023, 6143)","(414, 534)","(12682, 12802)",1
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(1846, 1966)","(4744, 4864)","(125593, 125713)",0
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(85784, 85904)","(15276, 15396)","(20648, 20768)",1
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(172039, 172159)","(135219, 135339)","(120512, 120632)",0
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(138015, 138135)","(86981, 87101)","(79997, 80117)",2
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(87708, 87828)","(42226, 42346)","(4214, 4334)",1
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(128287, 128407)","(3864, 3984)","(91002, 91122)",1
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(133655, 133775)","(3250, 3370)","(77261, 77381)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(98603, 98723)","(79552, 79672)","(25676, 25796)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(188931, 189051)","(41796, 41916)","(141321, 141441)",0
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(189357, 189477)","(181490, 181610)","(19173, 19293)",1
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(180499, 180619)","(9888, 10008)","(37275, 37395)",1
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(20456, 20576)","(186769, 186889)","(46375, 46495)",2
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(44541, 44661)","(183685, 183805)","(183746, 183866)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(12270, 12390)","(31084, 31204)","(46645, 46765)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(9487, 9607)","(83646, 83766)","(15393, 15513)",1
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(44661, 44781)","(178173, 178293)","(135722, 135842)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(129112, 129232)","(10319, 10439)","(25028, 25148)",1
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(191513, 191633)","(45959, 46079)","(81165, 81285)",2
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(141093, 141213)","(29419, 29539)","(41046, 41166)",0
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(182684, 182804)","(176805, 176925)","(13927, 14047)",1
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(95792, 95912)","(76445, 76565)","(98048, 98168)",1
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(3174, 3294)","(191221, 191341)","(95803, 95923)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(13485, 13605)","(130545, 130665)","(10974, 11094)",1
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(50870, 50990)","(1264, 1384)","(39917, 40037)",1
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(94755, 94875)","(137463, 137583)","(173363, 173483)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(50638, 50758)","(173191, 173311)","(29604, 29724)",2
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(45927, 46047)","(173972, 174092)","(24250, 24370)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(177822, 177942)","(30339, 30459)","(96550, 96670)",1
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(141354, 141474)","(189600, 189720)","(80768, 80888)",2
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(8999, 9119)","(120065, 120185)","(173355, 173475)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(28681, 28801)","(183906, 184026)","(180148, 180268)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(145488, 145608)","(176762, 176882)","(84523, 84643)",0
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(90817, 90937)","(80795, 80915)","(188185, 188305)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(19159, 19279)","(86016, 86136)","(190171, 190291)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(18444, 18564)","(91067, 91187)","(182156, 182276)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(91687, 91807)","(78427, 78547)","(36460, 36580)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(134810, 134930)","(9610, 9730)","(614, 734)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(184319, 184439)","(70468, 70588)","(134731, 134851)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(180957, 181077)","(18682, 18802)","(54953, 55073)",1
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(136352, 136472)","(36721, 36841)","(96859, 96979)",2
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(26147, 26267)","(47287, 47407)","(92004, 92124)",0
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(145360, 145480)","(129723, 129843)","(43463, 43583)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(180085, 180205)","(183167, 183287)","(182615, 182735)",0
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(36720, 36840)","(130150, 130270)","(127325, 127445)",0
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(75070, 75190)","(25748, 25868)","(16965, 17085)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(29102, 29222)","(144003, 144123)","(14218, 14338)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(183520, 183640)","(122333, 122453)","(19748, 19868)",1
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(2450, 2570)","(23272, 23392)","(141846, 141966)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(138162, 138282)","(79130, 79250)","(80727, 80847)",1
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(129138, 129258)","(45732, 45852)","(137095, 137215)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(16639, 16759)","(18678, 18798)","(125983, 126103)",2
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(122852, 122972)","(93397, 93517)","(108215, 108335)",1
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(96672, 96792)","(16054, 16174)","(87815, 87935)",1
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(80334, 80454)","(83320, 83440)","(91590, 91710)",2
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(137266, 137386)","(118568, 118688)","(49752, 49872)",1
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(173754, 173874)","(83443, 83563)","(170530, 170650)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(183242, 183362)","(13502, 13622)","(37744, 37864)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(88391, 88511)","(181772, 181892)","(52072, 52192)",2
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(23765, 23885)","(175578, 175698)","(5980, 6100)",1
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(56166, 56286)","(49511, 49631)","(127362, 127482)",0
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(9120, 9240)","(128241, 128361)","(125697, 125817)",1
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(21393, 21513)","(46895, 47015)","(24241, 24361)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(86302, 86422)","(9498, 9618)","(108066, 108186)",0
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(177798, 177918)","(41635, 41755)","(83821, 83941)",2
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(137802, 137922)","(90489, 90609)","(42284, 42404)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(16912, 17032)","(134184, 134304)","(75020, 75140)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(122123, 122243)","(191230, 191350)","(127760, 127880)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(49861, 49981)","(84465, 84585)","(84887, 85007)",1
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(133909, 134029)","(6766, 6886)","(120606, 120726)",0
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(83466, 83586)","(72842, 72962)","(178000, 178120)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(30511, 30631)","(140259, 140379)","(127467, 127587)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(47192, 47312)","(1779, 1899)","(133358, 133478)",1
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(99968, 100088)","(17445, 17565)","(142906, 143026)",1
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(79650, 79770)","(140931, 141051)","(16473, 16593)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(122993, 123113)","(6877, 6997)","(127608, 127728)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(51793, 51913)","(23594, 23714)","(86181, 86301)",1
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(136406, 136526)","(30746, 30866)","(29208, 29328)",1
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(27411, 27531)","(94784, 94904)","(189879, 189999)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(79564, 79684)","(46636, 46756)","(8519, 8639)",0
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(96051, 96171)","(129701, 129821)","(51553, 51673)",0
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(136470, 136590)","(6302, 6422)","(56996, 57116)",0
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(18072, 18192)","(83453, 83573)","(63592, 63712)",1
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(124904, 125024)","(37102, 37222)","(94771, 94891)",0
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(43260, 43380)","(82797, 82917)","(72196, 72316)",0
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(187423, 187543)","(137915, 138035)","(179364, 179484)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(17599, 17719)","(82308, 82428)","(131160, 131280)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(97795, 97915)","(184411, 184531)","(107778, 107898)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(181789, 181909)","(30924, 31044)","(120074, 120194)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(100185, 100305)","(1034, 1154)","(60405, 60525)",2
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(26971, 27091)","(192141, 192261)","(15062, 15182)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(15105, 15225)","(26519, 26639)","(2045, 2165)",2
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(133697, 133817)","(132173, 132293)","(89264, 89384)",1
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(129524, 129644)","(99328, 99448)","(98516, 98636)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(24499, 24619)","(80330, 80450)","(141219, 141339)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(124612, 124732)","(28973, 29093)","(137293, 137413)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(136227, 136347)","(84367, 84487)","(81097, 81217)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(135659, 135779)","(92733, 92853)","(98423, 98543)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(4222, 4342)","(27590, 27710)","(98330, 98450)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(124670, 124790)","(481, 601)","(95789, 95909)",0
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(100027, 100147)","(95045, 95165)","(177346, 177466)",1
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(21456, 21576)","(134121, 134241)","(136475, 136595)",2
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(126647, 126767)","(144381, 144501)","(8380, 8500)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(40533, 40653)","(143022, 143142)","(88202, 88322)",1
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(129417, 129537)","(30948, 31068)","(1571, 1691)",1
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(95722, 95842)","(134839, 134959)","(189665, 189785)",1
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(8773, 8893)","(176952, 177072)","(90653, 90773)",0
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(12267, 12387)","(85441, 85561)","(94950, 95070)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(185427, 185547)","(119674, 119794)","(12243, 12363)",0
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(189348, 189468)","(86969, 87089)","(70404, 70524)",1
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(12391, 12511)","(25320, 25440)","(189302, 189422)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(189789, 189909)","(50219, 50339)","(96009, 96129)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(195171, 195291)","(12849, 12969)","(93349, 93469)",0
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(80925, 81045)","(144456, 144576)","(83978, 84098)",1
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(77888, 78008)","(182288, 182408)","(6315, 6435)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(182273, 182393)","(130242, 130362)","(15547, 15667)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(15303, 15423)","(133031, 133151)","(140984, 141104)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(98982, 99102)","(187721, 187841)","(142822, 142942)",2
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(120624, 120744)","(144463, 144583)","(46460, 46580)",0
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(128626, 128746)","(38878, 38998)","(72818, 72938)",2
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(8066, 8186)","(40934, 41054)","(15654, 15774)",0
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(28463, 28583)","(97378, 97498)","(122217, 122337)",1
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(120570, 120690)","(82297, 82417)","(6028, 6148)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(29649, 29769)","(186419, 186539)","(187752, 187872)",1
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(144357, 144477)","(127007, 127127)","(14019, 14139)",0
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(182121, 182241)","(191702, 191822)","(143993, 144113)",0
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(128117, 128237)","(130432, 130552)","(129838, 129958)",1
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(178805, 178925)","(180899, 181019)","(84666, 84786)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(98419, 98539)","(51267, 51387)","(189035, 189155)",1
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(71393, 71513)","(46881, 47001)","(108010, 108130)",0
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(29957, 30077)","(2804, 2924)","(189121, 189241)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(121494, 121614)","(122295, 122415)","(142279, 142399)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(88326, 88446)","(82134, 82254)","(188304, 188424)",1
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(19453, 19573)","(85548, 85668)","(49707, 49827)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(79105, 79225)","(52425, 52545)","(22849, 22969)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(14073, 14193)","(181898, 182018)","(12485, 12605)",2
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(121294, 121414)","(90149, 90269)","(79632, 79752)",0
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(133400, 133520)","(19043, 19163)","(179920, 180040)",0
19,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(126056, 126176)","(128425, 128545)","(87757, 87877)",1
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(12138, 12258)","(1850, 1970)","(173372, 173492)",1
0,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(72070, 72190)","(80583, 80703)","(48306, 48426)",1
1,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(44770, 44890)","(81111, 81231)","(71839, 71959)",0
2,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(51439, 51559)","(93016, 93136)","(99525, 99645)",2
3,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(93500, 93620)","(130750, 130870)","(178120, 178240)",0
4,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(4229, 4349)","(37212, 37332)","(45071, 45191)",2
5,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(15750, 15870)","(136740, 136860)","(122888, 123008)",0
6,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(90634, 90754)","(181220, 181340)","(94679, 94799)",1
7,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(30654, 30774)","(97531, 97651)","(122272, 122392)",1
8,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(25898, 26018)","(44066, 44186)","(24244, 24364)",0
9,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(191121, 191241)","(11492, 11612)","(184192, 184312)",2
10,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(24151, 24271)","(192133, 192253)","(51230, 51350)",0
11,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(90055, 90175)","(176369, 176489)","(51172, 51292)",0
12,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(123208, 123328)","(182717, 182837)","(132144, 132264)",0
13,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(120010, 120130)","(108108, 108228)","(10939, 11059)",0
14,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(50690, 50810)","(46177, 46297)","(179745, 179865)",0
15,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(78943, 79063)","(131503, 131623)","(177910, 178030)",0
16,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(186454, 186574)","(237, 357)","(190148, 190268)",0
17,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(50676, 50796)","(82035, 82155)","(136936, 137056)",2
18,/home/orel/Storage/Data/K7/2020-08-04/Down/0037.MP4,"(3729, 3849)","(50816, 50936)","(191076, 191196)",0
